id,categoria,pregunta,respuesta,rango_min,rango_max,informacion,fuente,activa
25_00615,Argentina,¿En qué año se inauguró el Glaciar Perito Moreno como atracción turística?,1937,1932,1942,El Glaciar Perito Moreno es uno de los destinos turísticos más importantes de Argentina.,Parques Nacionales Argentina,SI
25_00616,Argentina,¿En qué año se fundó el Instituto Nacional de la Yerba Mate?,1940,1935,1945,El Instituto promueve el consumo y la producción de yerba mate en Argentina.,Instituto Nacional de la Yerba Mate,SI
25_00617,Argentina,¿En qué año se creó el tango como Patrimonio Cultural de la Humanidad?,2009,2004,2014,El tango fue declarado Patrimonio Cultural de la Humanidad por la UNESCO.,UNESCO,SI
25_00618,Argentina,¿En qué año se fundó el Club Atlético River Plate?,1901,1896,1906,River Plate es uno de los clubes de fútbol más importantes de Argentina.,River Plate,SI
25_00619,Argentina,¿En qué año se fundó el Club Atlético Boca Juniors?,1905,1900,1910,Boca Juniors es uno de los clubes de fútbol más populares de Argentina.,Boca Juniors,SI
25_00620,Argentina,¿En qué año se fundó el Instituto Geográfico Nacional?,1879,1874,1884,El Instituto es responsable de la cartografía y la geografía en Argentina.,Instituto Geográfico Nacional,SI
25_00621,Argentina,¿En qué año se fundó el Mercado Central de Buenos Aires?,1889,1884,1894,El Mercado Central es un importante centro de distribución de alimentos.,Gobierno de Buenos Aires,SI
25_00622,Argentina,¿En qué año se fundó el Museo Nacional de Bellas Artes?,1896,1891,1901,Es uno de los museos de arte más importantes de América Latina.,Museo Nacional de Bellas Artes,SI
25_00623,Argentina,¿En qué año se fundó la Biblioteca Nacional de Argentina?,1810,1805,1815,Es una de las bibliotecas más importantes del país.,Biblioteca Nacional,SI
25_00624,Argentina,¿En qué año se fundó el Zoológico de Buenos Aires?,1888,1883,1893,"Hoy es el Ecoparque, un espacio de conservación ambiental.",Gobierno de Buenos Aires,SI
25_00625,Argentina,¿En qué año se fundó el Banco de la Nación Argentina?,1891,1886,1896,Es el banco más grande de Argentina.,Banco de la Nación,SI
25_00626,Argentina,¿En qué año se fundó el Instituto Nacional de Tecnología Agropecuaria (INTA)?,1956,1951,1961,El INTA promueve la innovación en el sector agropecuario.,INTA,SI
25_00627,Argentina,¿En qué año se fundó el Teatro Nacional Cervantes?,1921,1916,1926,Es el principal teatro nacional de Argentina.,Teatro Cervantes,SI
25_00628,Argentina,¿En qué año se fundó el Museo de Ciencias Naturales de La Plata?,1884,1879,1889,Es uno de los museos de ciencias naturales más importantes de América Latina.,Museo de La Plata,SI
25_00629,Argentina,¿En qué año se fundó el Parque Nacional Iguazú?,1934,1929,1939,"Alberga las famosas Cataratas del Iguazú, una de las maravillas naturales del mundo.",Parques Nacionales Argentina,SI
25_00630,Argentina,¿En qué año se fundó el Instituto Nacional de Estadística y Censos (INDEC)?,1968,1963,1973,El INDEC es responsable de las estadísticas oficiales de Argentina.,INDEC,SI
25_00631,Argentina,¿En qué año se fundó la primera estancia en Argentina?,1580,1575,1585,"La Estancia Santa Catalina, en Córdoba, es considerada la primera estancia del país.",Historia Argentina,SI
25_00632,Argentina,¿En qué año se inauguró el primer ferrocarril en Argentina?,1857,1852,1862,"El Ferrocarril del Oeste fue el primero en operar, conectando Buenos Aires con Flores.",Ferrocarriles Argentinos,SI
25_00633,Argentina,¿En qué año se fundó el primer parque nacional de Argentina?,1934,1929,1939,El Parque Nacional Nahuel Huapi fue el primero en crearse.,Parques Nacionales Argentina,SI
25_00634,Argentina,¿En qué año se fundó la primera universidad de Argentina?,1613,1608,1618,La Universidad Nacional de Córdoba es la más antigua del país.,UNC,SI
25_00635,Argentina,¿En qué año se fundó el primer club de fútbol en Argentina?,1867,1862,1872,El Buenos Aires Cricket Club fue el primero en practicar fútbol en el país.,AFA,SI
25_00636,Argentina,¿En qué año se fundó la primera biblioteca pública de Argentina?,1810,1805,1815,La Biblioteca Pública de Buenos Aires fue creada por Mariano Moreno.,Biblioteca Nacional,SI
25_00637,Argentina,¿En qué año se fundó el primer diario de Argentina?,1810,1805,1815,"""La Gazeta de Buenos Ayres"" fue el primer periódico del país, fundado por Mariano Moreno.",Historia Argentina,SI
25_00638,Argentina,¿En qué año se fundó el primer museo de Argentina?,1823,1818,1828,El Museo de Ciencias Naturales de La Plata fue el primero en el país.,Museo de La Plata,SI
25_00639,Argentina,¿En qué año se fundó el primer zoológico de Argentina?,1888,1883,1893,El Zoológico de Buenos Aires fue el primero en el país.,Gobierno de Buenos Aires,SI
25_00640,Argentina,¿En qué año se fundó la primera cervecería de Argentina?,1860,1855,1865,"La Cervecería Quilmes es la más antigua del país, fundada en 1860.",Cervecería Quilmes,SI
25_00641,Argentina,¿En qué año se fundó el primer teatro de Argentina?,1757,1752,1762,"El Teatro de la Ranchería, en Buenos Aires, fue el primero en el país.",Historia del Teatro,SI
25_00642,Argentina,¿En qué año se fundó el primer banco de Argentina?,1822,1817,1827,El Banco de la Provincia de Buenos Aires fue el primero en el país.,Banco Provincia,SI
25_00643,Argentina,¿En qué año se fundó el primer sindicato de Argentina?,1857,1852,1862,La Sociedad Tipográfica Bonaerense fue el primer sindicato del país.,Historia del Trabajo,SI
25_00644,Argentina,¿En qué año se fundó el primer hospital de Argentina?,1745,1740,1750,"El Hospital de Mujeres, en Córdoba, fue el primero en el país.",Historia de la Medicina,SI
25_00645,Argentina,¿En qué año se fundó el primer club de ajedrez de Argentina?,1857,1852,1862,El Club de Ajedrez de Buenos Aires fue el primero en el país.,Federación Argentina de Ajedrez,SI
25_00646,Argentina,¿En qué año se fundó el primer observatorio astronómico de Argentina?,1882,1877,1887,El Observatorio Astronómico de La Plata fue el primero en el país.,Observatorio de La Plata,SI
25_00647,Argentina,¿En qué año se fundó el primer club de golf de Argentina?,1892,1887,1897,El Buenos Aires Golf Club fue el primero en el país.,Asociación Argentina de Golf,SI
25_00648,Argentina,¿En qué año se fundó el primer club de rugby de Argentina?,1886,1881,1891,El Buenos Aires Football Club fue el primero en practicar rugby en el país.,Unión Argentina de Rugby,SI
25_00649,Argentina,¿En qué año se fundó el primer club de tenis de Argentina?,1892,1887,1897,El Buenos Aires Lawn Tennis Club fue el primero en el país.,Asociación Argentina de Tenis,SI
25_00650,Argentina,¿En qué año se fundó el primer club de natación de Argentina?,1886,1881,1891,El Club de Gimnasia y Esgrima de Buenos Aires fue el primero en tener una piscina.,Historia del Deporte,SI
25_00651,Argentina,¿En qué año se fundó el primer club de automovilismo de Argentina?,1904,1899,1909,El Automóvil Club Argentino fue el primero en el país.,Automóvil Club Argentino,SI
25_00652,Argentina,¿En qué año se fundó el primer club de aviación de Argentina?,1908,1903,1913,El Aero Club Argentino fue el primero en el país.,Aero Club Argentino,SI
25_00653,Argentina,¿En qué año se fundó el primer club de polo de Argentina?,1888,1883,1893,El Hurlingham Club fue el primero en practicar polo en el país.,Asociación Argentina de Polo,SI
25_00654,Argentina,¿En qué año se fundó el primer club de hockey de Argentina?,1908,1903,1913,El Belgrano Athletic Club fue el primero en practicar hockey en el país.,Confederación Argentina de Hockey,SI
25_00655,Argentina,¿En qué año se fundó el primer club de básquetbol de Argentina?,1912,1907,1917,El Hindú Club fue el primero en practicar básquetbol en el país.,Confederación Argentina de Básquetbol,SI
25_00656,Argentina,¿En qué año se fundó el primer club de vóley de Argentina?,1914,1909,1919,El Club Atlético Estudiantes fue el primero en practicar vóley en el país.,Federación Argentina de Vóley,SI
25_00657,Argentina,¿En qué año se fundó el primer club de boxeo de Argentina?,1903,1898,1908,El Club Atlético River Plate fue el primero en practicar boxeo en el país.,Federación Argentina de Boxeo,SI
25_00658,Argentina,¿En qué año se fundó el primer club de esgrima de Argentina?,1899,1894,1904,El Club de Gimnasia y Esgrima de Buenos Aires fue el primero en el país.,Federación Argentina de Esgrima,SI
25_00659,Argentina,¿En qué año se fundó el primer club de atletismo de Argentina?,1902,1897,1907,El Club Atlético River Plate fue el primero en practicar atletismo en el país.,Confederación Argentina de Atletismo,SI
25_00660,Argentina,¿En qué año se fundó el primer club de ciclismo de Argentina?,1893,1888,1898,El Club Ciclista Buenos Aires fue el primero en el país.,Federación Argentina de Ciclismo,SI
25_00661,Argentina,¿En qué año se fundó la primera estancia en Argentina?,1580,1575,1585,"La Estancia Santa Catalina, en Córdoba, es considerada la primera estancia del país.",Historia Argentina,SI
25_00662,Argentina,¿En qué año se inauguró el primer ferrocarril en Argentina?,1857,1852,1862,"El Ferrocarril del Oeste fue el primero en operar, conectando Buenos Aires con Flores.",Ferrocarriles Argentinos,SI
25_00663,Argentina,¿En qué año se fundó el primer parque nacional de Argentina?,1934,1929,1939,El Parque Nacional Nahuel Huapi fue el primero en crearse.,Parques Nacionales Argentina,SI
25_00664,Argentina,¿En qué año se fundó la primera universidad de Argentina?,1613,1608,1618,La Universidad Nacional de Córdoba es la más antigua del país.,UNC,SI
25_00665,Argentina,¿En qué año se fundó el primer club de fútbol en Argentina?,1867,1862,1872,El Buenos Aires Cricket Club fue el primero en practicar fútbol en el país.,AFA,SI
25_00666,Argentina,¿En qué año se fundó la primera biblioteca pública de Argentina?,1810,1805,1815,La Biblioteca Pública de Buenos Aires fue creada por Mariano Moreno.,Biblioteca Nacional,SI
25_00667,Argentina,¿En qué año se fundó el primer diario de Argentina?,1810,1805,1815,"""La Gazeta de Buenos Ayres"" fue el primer periódico del país, fundado por Mariano Moreno.",Historia Argentina,SI
25_00668,Argentina,¿En qué año se fundó el primer museo de Argentina?,1823,1818,1828,El Museo de Ciencias Naturales de La Plata fue el primero en el país.,Museo de La Plata,SI
25_00669,Argentina,¿En qué año se fundó el primer zoológico de Argentina?,1888,1883,1893,El Zoológico de Buenos Aires fue el primero en el país.,Gobierno de Buenos Aires,SI
25_00670,Argentina,¿En qué año se fundó la primera cervecería de Argentina?,1860,1855,1865,"La Cervecería Quilmes es la más antigua del país, fundada en 1860.",Cervecería Quilmes,SI
25_00671,Argentina,¿En qué año se fundó el primer teatro de Argentina?,1757,1752,1762,"El Teatro de la Ranchería, en Buenos Aires, fue el primero en el país.",Historia del Teatro,SI
25_00672,Argentina,¿En qué año se fundó el primer banco de Argentina?,1822,1817,1827,El Banco de la Provincia de Buenos Aires fue el primero en el país.,Banco Provincia,SI
25_00673,Argentina,¿En qué año se fundó el primer sindicato de Argentina?,1857,1852,1862,La Sociedad Tipográfica Bonaerense fue el primer sindicato del país.,Historia del Trabajo,SI
25_00674,Argentina,¿En qué año se fundó el primer hospital de Argentina?,1745,1740,1750,"El Hospital de Mujeres, en Córdoba, fue el primero en el país.",Historia de la Medicina,SI
25_00675,Argentina,¿En qué año se fundó el primer club de ajedrez de Argentina?,1857,1852,1862,El Club de Ajedrez de Buenos Aires fue el primero en el país.,Federación Argentina de Ajedrez,SI
25_00676,Argentina,¿En qué año se fundó el primer observatorio astronómico de Argentina?,1882,1877,1887,El Observatorio Astronómico de La Plata fue el primero en el país.,Observatorio de La Plata,SI
25_00677,Argentina,¿En qué año se fundó el primer club de golf de Argentina?,1892,1887,1897,El Buenos Aires Golf Club fue el primero en el país.,Asociación Argentina de Golf,SI
25_00678,Argentina,¿En qué año se fundó el primer club de rugby de Argentina?,1886,1881,1891,El Buenos Aires Football Club fue el primero en practicar rugby en el país.,Unión Argentina de Rugby,SI
25_00679,Argentina,¿En qué año se fundó el primer club de tenis de Argentina?,1892,1887,1897,El Buenos Aires Lawn Tennis Club fue el primero en el país.,Asociación Argentina de Tenis,SI
25_00680,Argentina,¿En qué año se fundó el primer club de natación de Argentina?,1886,1881,1891,El Club de Gimnasia y Esgrima de Buenos Aires fue el primero en tener una piscina.,Historia del Deporte,SI
25_00681,Argentina,¿En qué año se fundó el primer club de automovilismo de Argentina?,1904,1899,1909,El Automóvil Club Argentino fue el primero en el país.,Automóvil Club Argentino,SI
25_00682,Argentina,¿En qué año se fundó el primer club de aviación de Argentina?,1908,1903,1913,El Aero Club Argentino fue el primero en el país.,Aero Club Argentino,SI
25_00683,Argentina,¿En qué año se fundó el primer club de polo de Argentina?,1888,1883,1893,El Hurlingham Club fue el primero en practicar polo en el país.,Asociación Argentina de Polo,SI
25_00684,Argentina,¿En qué año se fundó el primer club de hockey de Argentina?,1908,1903,1913,El Belgrano Athletic Club fue el primero en practicar hockey en el país.,Confederación Argentina de Hockey,SI
25_00685,Argentina,¿En qué año se fundó el primer club de básquetbol de Argentina?,1912,1907,1917,El Hindú Club fue el primero en practicar básquetbol en el país.,Confederación Argentina de Básquetbol,SI
25_00686,Argentina,¿En qué año se fundó el primer club de vóley de Argentina?,1914,1909,1919,El Club Atlético Estudiantes fue el primero en practicar vóley en el país.,Federación Argentina de Vóley,SI
25_00687,Argentina,¿En qué año se fundó el primer club de boxeo de Argentina?,1903,1898,1908,El Club Atlético River Plate fue el primero en practicar boxeo en el país.,Federación Argentina de Boxeo,SI
25_00688,Argentina,¿En qué año se fundó el primer club de esgrima de Argentina?,1899,1894,1904,El Club de Gimnasia y Esgrima de Buenos Aires fue el primero en el país.,Federación Argentina de Esgrima,SI
25_00689,Argentina,¿En qué año se fundó el primer club de atletismo de Argentina?,1902,1897,1907,El Club Atlético River Plate fue el primero en practicar atletismo en el país.,Confederación Argentina de Atletismo,SI
25_00690,Argentina,¿En qué año se fundó el primer club de ciclismo de Argentina?,1893,1888,1898,El Club Ciclista Buenos Aires fue el primero en el país.,Federación Argentina de Ciclismo,SI
25_00691,Argentina,¿En qué año comenzó a funcionar el Mercado de San Telmo?,1897,1892,1902,"El Mercado de San Telmo, en Buenos Aires, fue inaugurado en 1897.",Gobierno de Buenos Aires,SI
25_00692,Argentina,¿En qué año se fundó el Festival de Cosquín?,1961,1956,1966,El Festival Nacional de Folclore de Cosquín se realiza desde 1961.,Festival de Cosquín,SI
25_00693,Argentina,¿En qué año se inauguró el Glaciar Perito Moreno como atracción turística?,1937,1932,1942,El Glaciar Perito Moreno es uno de los destinos turísticos más importantes de Argentina.,Parques Nacionales Argentina,SI
25_00694,Argentina,¿En qué año se fundó la Asociación del Fútbol Argentino (AFA)?,1893,1888,1898,La AFA es una de las asociaciones de fútbol más antiguas del mundo.,AFA,SI
25_00695,Argentina,¿En qué año se creó el Gauchito Gil como figura popular?,1878,1873,1883,El Gauchito Gil es una figura legendaria de la cultura argentina.,Folclore Argentino,SI
25_00696,Argentina,¿En qué año se fundó el Instituto Nacional de la Yerba Mate?,1940,1935,1945,El Instituto promueve el consumo y la producción de yerba mate en Argentina.,Instituto Nacional de la Yerba Mate,SI
25_00697,Argentina,¿En qué año se creó el tango como Patrimonio Cultural de la Humanidad?,2009,2004,2014,El tango fue declarado Patrimonio Cultural de la Humanidad por la UNESCO.,UNESCO,SI
25_00698,Argentina,¿En qué año se fundó el Club Atlético River Plate?,1901,1896,1906,River Plate es uno de los clubes de fútbol más importantes de Argentina.,River Plate,SI
25_00699,Argentina,¿En qué año se fundó el Club Atlético Boca Juniors?,1905,1900,1910,Boca Juniors es uno de los clubes de fútbol más populares de Argentina.,Boca Juniors,SI
25_00700,Argentina,¿En qué año se fundó el Instituto Geográfico Nacional?,1879,1874,1884,El Instituto es responsable de la cartografía y la geografía en Argentina.,Instituto Geográfico Nacional,SI
25_00701,Argentina,¿En qué año se fundó el Mercado Central de Buenos Aires?,1889,1884,1894,El Mercado Central es un importante centro de distribución de alimentos.,Gobierno de Buenos Aires,SI
25_00702,Argentina,¿En qué año se fundó el Museo Nacional de Bellas Artes?,1896,1891,1901,Es uno de los museos de arte más importantes de América Latina.,Museo Nacional de Bellas Artes,SI
25_00703,Argentina,¿En qué año se fundó la Biblioteca Nacional de Argentina?,1810,1805,1815,Es una de las bibliotecas más importantes del país.,Biblioteca Nacional,SI
25_00704,Argentina,¿En qué año se fundó el Zoológico de Buenos Aires?,1888,1883,1893,"Hoy es el Ecoparque, un espacio de conservación ambiental.",Gobierno de Buenos Aires,SI
25_00705,Argentina,¿En qué año se fundó el Banco de la Nación Argentina?,1891,1886,1896,Es el banco más grande de Argentina.,Banco de la Nación,SI
25_00706,Argentina,¿En qué año se fundó el Instituto Nacional de Tecnología Agropecuaria (INTA)?,1956,1951,1961,El INTA promueve la innovación en el sector agropecuario.,INTA,SI
25_00707,Argentina,¿En qué año se fundó el Teatro Nacional Cervantes?,1921,1916,1926,Es el principal teatro nacional de Argentina.,Teatro Cervantes,SI
25_00708,Argentina,¿En qué año se fundó el Museo de Ciencias Naturales de La Plata?,1884,1879,1889,Es uno de los museos de ciencias naturales más importantes de América Latina.,Museo de La Plata,SI
25_00709,Argentina,¿En qué año se fundó el Parque Nacional Iguazú?,1934,1929,1939,"Alberga las famosas Cataratas del Iguazú, una de las maravillas naturales del mundo.",Parques Nacionales Argentina,SI
25_00710,Argentina,¿En qué año se fundó el Instituto Nacional de Estadística y Censos (INDEC)?,1968,1963,1973,El INDEC es responsable de las estadísticas oficiales de Argentina.,INDEC,SI
25_00711,Argentina,¿En qué año se fundó la primera estancia en Argentina?,1580,1575,1585,"La Estancia Santa Catalina, en Córdoba, es considerada la primera estancia del país.",Historia Argentina,SI
25_00712,Argentina,¿En qué año se inauguró el primer ferrocarril en Argentina?,1857,1852,1862,"El Ferrocarril del Oeste fue el primero en operar, conectando Buenos Aires con Flores.",Ferrocarriles Argentinos,SI
25_00713,Argentina,¿En qué año se fundó el primer parque nacional de Argentina?,1934,1929,1939,El Parque Nacional Nahuel Huapi fue el primero en crearse.,Parques Nacionales Argentina,SI
25_00714,Argentina,¿En qué año se fundó la primera universidad de Argentina?,1613,1608,1618,La Universidad Nacional de Córdoba es la más antigua del país.,UNC,SI
25_00715,Argentina,¿En qué año se fundó el primer club de fútbol en Argentina?,1867,1862,1872,El Buenos Aires Cricket Club fue el primero en practicar fútbol en el país.,AFA,SI
25_00716,Argentina,¿En qué año se fundó la primera biblioteca pública de Argentina?,1810,1805,1815,La Biblioteca Pública de Buenos Aires fue creada por Mariano Moreno.,Biblioteca Nacional,SI
25_00717,Argentina,¿En qué año se fundó el primer diario de Argentina?,1810,1805,1815,"""La Gazeta de Buenos Ayres"" fue el primer periódico del país, fundado por Mariano Moreno.",Historia Argentina,SI
25_00718,Argentina,¿En qué año se fundó el primer museo de Argentina?,1823,1818,1828,El Museo de Ciencias Naturales de La Plata fue el primero en el país.,Museo de La Plata,SI
25_00719,Argentina,¿En qué año se fundó el primer zoológico de Argentina?,1888,1883,1893,El Zoológico de Buenos Aires fue el primero en el país.,Gobierno de Buenos Aires,SI
25_00720,Argentina,¿En qué año se fundó la primera cervecería de Argentina?,1860,1855,1865,"La Cervecería Quilmes es la más antigua del país, fundada en 1860.",Cervecería Quilmes,SI
25_00721,Argentina,¿En qué año Lionel Messi ganó su primer Balón de Oro?,2009,2004,2014,"Messi ganó su primer Balón de Oro en 2009, y desde entonces ha ganado 7 en total.",FIFA,SI
25_00722,Argentina,"¿En qué año Diego Maradona anotó el ""Gol del Siglo""?",1986,1981,1991,"Maradona anotó el ""Gol del Siglo"" en el Mundial de México 1986.",FIFA,SI
25_00723,Argentina,¿En qué año se fundó el Club Atlético River Plate?,1901,1896,1906,River Plate es uno de los clubes más ganadores de Argentina y el mundo.,River Plate,SI
25_00724,Argentina,¿En qué año se fundó el Club Atlético Boca Juniors?,1905,1900,1910,Boca Juniors es uno de los clubes más populares y ganadores de América.,Boca Juniors,SI
25_00725,Argentina,¿En qué año Luis Federico Leloir ganó el Premio Nobel de Química?,1970,1965,1975,Leloir es el único argentino en ganar un Nobel en Ciencias.,Nobel Prize,SI
25_00726,Argentina,¿En qué año se fundó la Asociación del Fútbol Argentino (AFA)?,1893,1888,1898,La AFA es una de las asociaciones de fútbol más antiguas del mundo.,AFA,SI
25_00727,Argentina,¿En qué año Juan Manuel Fangio ganó su primer campeonato mundial de F1?,1951,1946,1956,Fangio es considerado uno de los mejores pilotos de la historia.,Fórmula 1,SI
25_00728,Argentina,¿En qué año se fundó el Teatro Colón?,1908,1903,1913,El Teatro Colón es uno de los teatros de ópera más importantes del mundo.,Teatro Colón,SI
25_00729,Argentina,¿En qué año se fundó el Parque Nacional Nahuel Huapi?,1934,1929,1939,Fue el primer parque nacional de Argentina.,Parques Nacionales Argentina,SI
25_00730,Argentina,¿En qué año se fundó la Universidad de Buenos Aires (UBA)?,1821,1816,1826,La UBA es la universidad más prestigiosa de Argentina y una de las mejores de América Latina.,UBA,SI
25_00731,Argentina,¿En qué año se fundó el Mercado de San Telmo?,1897,1892,1902,El Mercado de San Telmo es un ícono histórico de Buenos Aires.,Gobierno de Buenos Aires,SI
25_00732,Argentina,¿En qué año se fundó el Festival de Cosquín?,1961,1956,1966,Es el festival de folclore más importante de Argentina.,Festival de Cosquín,SI
25_00733,Argentina,¿En qué año se fundó el Instituto Nacional de la Yerba Mate?,1940,1935,1945,El Instituto promueve el consumo y la producción de yerba mate en Argentina.,Instituto Nacional de la Yerba Mate,SI
25_00734,Argentina,¿En qué año se fundó el Banco de la Nación Argentina?,1891,1886,1896,Es el banco más grande de Argentina.,Banco de la Nación,SI
25_00735,Argentina,¿En qué año se fundó el Museo de Ciencias Naturales de La Plata?,1884,1879,1889,Es uno de los museos de ciencias naturales más importantes de América Latina.,Museo de La Plata,SI
25_00736,Argentina,¿En qué año se fundó el Parque Nacional Iguazú?,1934,1929,1939,"Alberga las famosas Cataratas del Iguazú, una de las maravillas naturales del mundo.",Parques Nacionales Argentina,SI
25_00737,Argentina,¿En qué año se fundó el Instituto Nacional de Estadística y Censos (INDEC)?,1968,1963,1973,El INDEC es responsable de las estadísticas oficiales de Argentina.,INDEC,SI
25_00738,Argentina,¿En qué año se fundó el Club de Gimnasia y Esgrima de Buenos Aires?,1880,1875,1885,Es uno de los clubes más antiguos de Argentina.,Club Gimnasia y Esgrima,SI
25_00739,Argentina,¿En qué año se fundó el Automóvil Club Argentino?,1904,1899,1909,Es una de las instituciones automovilísticas más antiguas del mundo.,Automóvil Club Argentino,SI
25_00740,Argentina,¿En qué año se fundó el Aero Club Argentino?,1908,1903,1913,Es una de las instituciones de aviación más antiguas del mundo.,Aero Club Argentino,SI
25_00741,Argentina,¿En qué año se fundó el Club Atlético Independiente?,1905,1900,1910,"Independiente es conocido como el ""Rey de Copas"" por sus logros internacionales.",Club Atlético Independiente,SI
25_00742,Argentina,¿En qué año se fundó el Club Atlético San Lorenzo de Almagro?,1908,1903,1913,"San Lorenzo es uno de los ""cinco grandes"" del fútbol argentino.",San Lorenzo,SI
25_00743,Argentina,¿En qué año se fundó el Club Atlético Racing Club?,1903,1898,1908,Racing fue el primer equipo argentino en ganar la Copa Intercontinental.,Racing Club,SI
25_00744,Argentina,¿En qué año se fundó el Club Atlético Vélez Sarsfield?,1910,1905,1915,Vélez es uno de los clubes más exitosos de Argentina en las últimas décadas.,Vélez Sarsfield,SI
25_00745,Argentina,¿En qué año se fundó el Club Atlético Estudiantes de La Plata?,1905,1900,1910,Estudiantes es conocido por su éxito en copas internacionales.,Estudiantes de La Plata,SI
25_00746,Argentina,¿En qué año se fundó el Club Atlético Newell's Old Boys?,1903,1898,1908,Newell's es uno de los clubes más tradicionales del fútbol argentino.,Newell's Old Boys,SI
25_00747,Argentina,¿En qué año se fundó el Club Atlético Rosario Central?,1889,1884,1894,Rosario Central es uno de los clubes más populares del interior del país.,Rosario Central,SI
25_00748,Argentina,¿En qué año se fundó el Club Atlético Talleres de Córdoba?,1913,1908,1918,Talleres es uno de los clubes más importantes del interior de Argentina.,Talleres de Córdoba,SI
25_00749,Argentina,¿En qué año se fundó el Club Atlético Belgrano de Córdoba?,1905,1900,1910,Belgrano es uno de los clubes más tradicionales de Córdoba.,Belgrano de Córdoba,SI
25_00750,Argentina,¿En qué año se fundó el Club Atlético Lanús?,1915,1910,1920,Lanús es uno de los clubes más importantes del sur del Gran Buenos Aires.,Lanús,SI
25_00751,Matemática,¿Cuánto es 150 + 250 + 300 - 100?,600,599,601,Suma y resta combinadas.,Matemáticas Básicas,SI
25_00752,Matemática,¿Cuánto es 25 × 10 + 200?,450,449,451,Multiplicación seguida de suma.,Matemáticas Básicas,SI
25_00753,Matemática,¿Cuánto es 1000 ÷ 5 + 150?,350,349,351,División seguida de suma.,Matemáticas Básicas,SI
25_00754,Matemática,¿Cuánto es 500 - 250 + 300?,550,549,551,Resta seguida de suma.,Matemáticas Básicas,SI
25_00755,Matemática,¿Cuánto es 12 × 25 - 100?,200,199,201,Multiplicación seguida de resta.,Matemáticas Básicas,SI
25_00756,Matemática,¿Cuánto es 1200 ÷ 6 + 50?,250,249,251,División seguida de suma.,Matemáticas Básicas,SI
25_00757,Matemática,¿Cuánto es 200 + 300 + 400 - 150?,750,749,751,Suma y resta combinadas.,Matemáticas Básicas,SI
25_00758,Matemática,¿Cuánto es 15 × 20 + 100?,400,399,401,Multiplicación seguida de suma.,Matemáticas Básicas,SI
25_00759,Matemática,¿Cuánto es 1500 ÷ 10 + 200?,350,349,351,División seguida de suma.,Matemáticas Básicas,SI
25_00760,Matemática,¿Cuánto es 600 - 300 + 250?,550,549,551,Resta seguida de suma.,Matemáticas Básicas,SI
25_00761,Matemática,¿Cuánto es 10 × 30 - 50?,250,249,251,Multiplicación seguida de resta.,Matemáticas Básicas,SI
25_00762,Matemática,¿Cuánto es 1800 ÷ 9 + 100?,300,299,301,División seguida de suma.,Matemáticas Básicas,SI
25_00763,Matemática,¿Cuánto es 300 + 400 + 500 - 200?,1000,999,1001,Suma y resta combinadas.,Matemáticas Básicas,SI
25_00764,Matemática,¿Cuánto es 20 × 15 + 150?,450,449,451,Multiplicación seguida de suma.,Matemáticas Básicas,SI
25_00765,Matemática,¿Cuánto es 2400 ÷ 12 + 100?,300,299,301,División seguida de suma.,Matemáticas Básicas,SI
25_00766,Matemática,¿Cuánto es 700 - 350 + 300?,650,649,651,Resta seguida de suma.,Matemáticas Básicas,SI
25_00767,Matemática,¿Cuánto es 8 × 50 - 100?,300,299,301,Multiplicación seguida de resta.,Matemáticas Básicas,SI
25_00768,Matemática,¿Cuánto es 3600 ÷ 12 + 150?,450,449,451,División seguida de suma.,Matemáticas Básicas,SI
25_00769,Matemática,¿Cuánto es 400 + 500 + 600 - 300?,1200,1199,1201,Suma y resta combinadas.,Matemáticas Básicas,SI
25_00770,Matemática,¿Cuánto es 25 × 12 + 200?,500,499,501,Multiplicación seguida de suma.,Matemáticas Básicas,SI
25_00771,Matemática,¿Cuánto es 4800 ÷ 16 + 100?,400,399,401,División seguida de suma.,Matemáticas Básicas,SI
25_00772,Matemática,¿Cuánto es 800 - 400 + 350?,750,749,751,Resta seguida de suma.,Matemáticas Básicas,SI
25_00773,Matemática,¿Cuánto es 10 × 40 - 100?,300,299,301,Multiplicación seguida de resta.,Matemáticas Básicas,SI
25_00774,Matemática,¿Cuánto es 5400 ÷ 18 + 150?,450,449,451,División seguida de suma.,Matemáticas Básicas,SI
25_00775,Matemática,¿Cuánto es 500 + 600 + 700 - 400?,1400,1399,1401,Suma y resta combinadas.,Matemáticas Básicas,SI
25_00776,Matemática,¿Cuánto es 30 × 15 + 200?,650,649,651,Multiplicación seguida de suma.,Matemáticas Básicas,SI
25_00777,Matemática,¿Cuánto es 6000 ÷ 20 + 150?,450,449,451,División seguida de suma.,Matemáticas Básicas,SI
25_00778,Matemática,¿Cuánto es 900 - 450 + 400?,850,849,851,Resta seguida de suma.,Matemáticas Básicas,SI
25_00779,Matemática,¿Cuánto es 12 × 30 - 100?,260,259,261,Multiplicación seguida de resta.,Matemáticas Básicas,SI
25_00780,Matemática,¿Cuánto es 7200 ÷ 24 + 150?,450,449,451,División seguida de suma.,Matemáticas Básicas,SI
25_00781,Matemática,¿Cuánto es 15 + 25 + 30 - 10?,60,59,61,Operación básica de suma y resta.,Matemáticas Básicas,SI
25_00782,Matemática,¿Cuánto es 12 × 5 + 20?,80,79,81,Multiplicación seguida de suma.,Matemáticas Básicas,SI
